num,com1-20,coma-l,comP1-P8,result1,result2,result3,average,,,,,,,,,,,
1529,16,l,P1,290 ,340,360,330.00 ,,,,,,,,,,,
1530,16,l,P2,490 ,670,780,646.67 ,,,,,,,,,,,
1531,16,l,P3,2390 ,2210,2400,2333.33 ,,,,,,,,,,,
1532,16,l,P4,17890 ,21400,20930,20073.33 ,,,,,,,,,,,
1533,16,l,P5,43870 ,42260,43160,43096.67 ,,,,,,,,,,,
1534,16,l,P6,23890 ,21470,22650,22670.00 ,,,,,,,,,,,
1535,16,l,P7,9320 ,9170,8740,9076.67 ,,,,,,,,,,,
1536,16,l,P8,3860 ,3750,3920,3843.33 ,,,,,,,,,,,
1537,17,a,P1,60 ,50,70,60.00 ,,,,,,,,,,,
1538,17,a,P2,240 ,560,900,566.67 ,,,,,,,,,,,
1539,17,a,P3,850,610,1130,863.33 ,,,,,,,,,,,
1540,17,a,P4,1090,1080,1120,1096.67 ,,,,,,,,,,,
1541,17,a,P5,3530,3830,4040,3800.00 ,,,,,,,,,,,
1542,17,a,P6,2110,1870,2700,2226.67 ,,,,,,,,,,,
1543,17,a,P7,3480 ,3320,3670,3490.00 ,,,,,,,,,,,
1544,17,a,P8,3810 ,3540,3720,3690.00 ,,,,,,,,,,,
1545,17,b,P1,90 ,140,210,146.67 ,,,,,,,,,,,
1546,17,b,P2,120 ,370,210,233.33 ,,,,,,,,,,,
1547,17,b,P3,1360 ,1580,1490,1476.67 ,,,,,,,,,,,
1548,17,b,P4,2760 ,2840,2710,2770.00 ,,,,,,,,,,,
1549,17,b,P5,6640 ,6290,6730,6553.33 ,,,,,,,,,,,
1550,17,b,P6,5430 ,5120,5230,5260.00 ,,,,,,,,,,,
1551,17,b,P7,3260 ,3570,3350,3393.33 ,,,,,,,,,,,
1552,17,b,P8,880 ,760,930,856.67 ,,,,,,,,,,,
1553,17,c,P1,60 ,130,170,120.00 ,,,,,,,,,,,
1554,17,c,P2,360 ,540,240,380.00 ,,,,,,,,,,,
1555,17,c,P3,3100 ,3640,3280,3340.00 ,,,,,,,,,,,
1556,17,c,P4,7430 ,7210,7380,7340.00 ,,,,,,,,,,,
1557,17,c,P5,8900 ,8450,8760,8703.33 ,,,,,,,,,,,
1558,17,c,P6,2430 ,2100,2360,2296.67 ,,,,,,,,,,,
1559,17,c,P7,820 ,830,720,790.00 ,,,,,,,,,,,
1560,17,c,P8,320 ,270,330,306.67 ,,,,,,,,,,,
1561,17,d,P1,80 ,90,120,96.67 ,,,,,,,,,,,
1562,17,d,P2,430 ,450,510,463.33 ,,,,,,,,,,,
1563,17,d,P3,4320 ,4180,4920,4473.33 ,,,,,,,,,,,
1564,17,d,P4,6230 ,6110,6350,6230.00 ,,,,,,,,,,,
1565,17,d,P5,10130 ,12490,11340,11320.00 ,,,,,,,,,,,
1566,17,d,P6,3720 ,3510,3640,3623.33 ,,,,,,,,,,,
1567,17,d,P7,580 ,610,630,606.67 ,,,,,,,,,,,
1568,17,d,P8,270 ,360,480,370.00 ,,,,,,,,,,,
1569,17,e,P1,240 ,240,210,230.00 ,,,,,,,,,,,
1570,17,e,P2,690 ,630,570,630.00 ,,,,,,,,,,,
1571,17,e,P3,5230 ,5380,5450,5353.33 ,,,,,,,,,,,
1572,17,e,P4,9670 ,9320,9450,9480.00 ,,,,,,,,,,,
1573,17,e,P5,14680 ,13320,13320,13773.33 ,,,,,,,,,,,
1574,17,e,P6,3780 ,3450,3320,3516.67 ,,,,,,,,,,,
1575,17,e,P7,2180 ,2370,2110,2220.00 ,,,,,,,,,,,
1576,17,e,P8,360 ,470,330,386.67 ,,,,,,,,,,,
1577,17,f,P1,220 ,470,670,453.33 ,,,,,,,,,,,
1578,17,f,P2,1380 ,1770,1530,1560.00 ,,,,,,,,,,,
1579,17,f,P3,6320 ,6740,6590,6550.00 ,,,,,,,,,,,
1580,17,f,P4,12460 ,11540,11480,11826.67 ,,,,,,,,,,,
1581,17,f,P5,18470 ,19200,18830,18833.33 ,,,,,,,,,,,
1582,17,f,P6,5230 ,5380,5210,5273.33 ,,,,,,,,,,,
1583,17,f,P7,3070 ,2940,3360,3123.33 ,,,,,,,,,,,
1584,17,f,P8,380 ,450,510,446.67 ,,,,,,,,,,,
1585,17,g,P1,490 ,450,600,513.33 ,,,,,,,,,,,
1586,17,g,P2,780 ,510,480,590.00 ,,,,,,,,,,,
1587,17,g,P3,7630 ,8480,7910,8006.67 ,,,,,,,,,,,
1588,17,g,P4,18750 ,16740,17530,17673.33 ,,,,,,,,,,,
1589,17,g,P5,25660,27180,29190,27343.33 ,,,,,,,,,,,
1590,17,g,P6,6490 ,6320,6180,6330.00 ,,,,,,,,,,,
1591,17,g,P7,4320 ,4160,4280,4253.33 ,,,,,,,,,,,
1592,17,g,P8,330 ,380,360,356.67 ,,,,,,,,,,,
1593,17,h,P1,1630 ,1720,1840,1730.00 ,,,,,,,,,,,
1594,17,h,P2,5320 ,4780,4930,5010.00 ,,,,,,,,,,,
1595,17,h,P3,9840 ,9930,10040,9936.67 ,,,,,,,,,,,
1596,17,h,P4,24250 ,22330,23670,23416.67 ,,,,,,,,,,,
1597,17,h,P5,35280 ,33460,33620,34120.00 ,,,,,,,,,,,
1598,17,h,P6,7610 ,7520,7310,7480.00 ,,,,,,,,,,,
1599,17,h,P7,4640 ,4320,4170,4376.67 ,,,,,,,,,,,
1600,17,h,P8,760 ,670,820,750.00 ,,,,,,,,,,,
1601,17,i,P1,1580,2340,1520,1813.33 ,,,,,,,,,,,
1602,17,i,P2,7420,6740,7420,7193.33 ,,,,,,,,,,,
1603,17,i,P3,11730,11920,11140,11596.67 ,,,,,,,,,,,
1604,17,i,P4,45170,51440,43090,46566.67 ,,,,,,,,,,,
1605,17,i,P5,102200,94980,101490,99556.67 ,,,,,,,,,,,
1606,17,i,P6,31780,32900,32550,32410.00 ,,,,,,,,,,,
1607,17,i,P7,2130,3490,3280,2966.67 ,,,,,,,,,,,
1608,17,i,P8,1150,1130,1190,1156.67 ,,,,,,,,,,,
1609,17,j,P1,2270 ,2120,2080,2156.67 ,,,,,,,,,,,
1610,17,j,P2,2140 ,2160,2190,2163.33 ,,,,,,,,,,,
1611,17,j,P3,3280,3300,3530,3370.00 ,,,,,,,,,,,
1612,17,j,P4,25630 ,25750,25810,25730.00 ,,,,,,,,,,,
1613,17,j,P5,63850,63110,64800,63920.00 ,,,,,,,,,,,
1614,17,j,P6,14330 ,14240,14290,14286.67 ,,,,,,,,,,,
1615,17,j,P7,1230 ,1170,1190,1196.67 ,,,,,,,,,,,
1616,17,j,P8,540 ,580,630,583.33 ,,,,,,,,,,,
1617,17,k,P1,890 ,1040,1230,1053.33 ,,,,,,,,,,,
1618,17,k,P2,2430 ,2850,2510,2596.67 ,,,,,,,,,,,
1619,17,k,P3,1720 ,1860,1460,1680.00 ,,,,,,,,,,,
1620,17,k,P4,3620 ,4780,3930,4110.00 ,,,,,,,,,,,
1621,17,k,P5,59320 ,51240,54740,55100.00 ,,,,,,,,,,,
1622,17,k,P6,10060 ,11040,11250,10783.33 ,,,,,,,,,,,
1623,17,k,P7,8400 ,6920,7320,7546.67 ,,,,,,,,,,,
1624,17,k,P8,2530 ,2430,2840,2600.00 ,,,,,,,,,,,
1625,17,l,P1,540 ,660,570,590.00 ,,,,,,,,,,,
1626,17,l,P2,1370 ,1280,1340,1330.00 ,,,,,,,,,,,
1627,17,l,P3,5810 ,5920,5870,5866.67 ,,,,,,,,,,,
1628,17,l,P4,18930 ,17420,19040,18463.33 ,,,,,,,,,,,
1629,17,l,P5,37620 ,38140,36720,37493.33 ,,,,,,,,,,,
1630,17,l,P6,9480 ,9310,9270,9353.33 ,,,,,,,,,,,
1631,17,l,P7,4220 ,4370,4450,4346.67 ,,,,,,,,,,,
1632,17,l,P8,1520 ,1470,1310,1433.33 ,,,,,,,,,,,
1633,18,a,P1,30 ,0,30,20.00 ,,,,,,,,,,,
1634,18,a,P2,0 ,50,20,23.33 ,,,,,,,,,,,
1635,18,a,P3,50 ,60,120,76.67 ,,,,,,,,,,,
1636,18,a,P4,140 ,110,70,106.67 ,,,,,,,,,,,
1637,18,a,P5,1080 ,1460,1520,1353.33 ,,,,,,,,,,,
1638,18,a,P6,1060 ,1140,980,1060.00 ,,,,,,,,,,,
1639,18,a,P7,1580 ,1660,1920,1720.00 ,,,,,,,,,,,
1640,18,a,P8,1430 ,1320,1680,1476.67 ,,,,,,,,,,,
1641,18,b,P1,50 ,0,0,16.67 ,,,,,,,,,,,
1642,18,b,P2,50 ,30,50,43.33 ,,,,,,,,,,,
1643,18,b,P3,0 ,20,90,36.67 ,,,,,,,,,,,
1644,18,b,P4,120 ,150,270,180.00 ,,,,,,,,,,,
1645,18,b,P5,940 ,1230,1350,1173.33 ,,,,,,,,,,,
1646,18,b,P6,1080 ,870,1460,1136.67 ,,,,,,,,,,,
1647,18,b,P7,960 ,880,710,850.00 ,,,,,,,,,,,
1648,18,b,P8,560 ,590,560,570.00 ,,,,,,,,,,,
1649,18,c,P1,50 ,30,0,26.67 ,,,,,,,,,,,
1650,18,c,P2,0 ,40,50,30.00 ,,,,,,,,,,,
1651,18,c,P3,30 ,20,70,40.00 ,,,,,,,,,,,
1652,18,c,P4,50 ,40,50,46.67 ,,,,,,,,,,,
1653,18,c,P5,1270 ,1530,1230,1343.33 ,,,,,,,,,,,
1654,18,c,P6,0 ,60,90,50.00 ,,,,,,,,,,,
1655,18,c,P7,70 ,50,90,70.00 ,,,,,,,,,,,
1656,18,c,P8,30 ,50,40,40.00 ,,,,,,,,,,,
1657,18,d,P1,40 ,70,40,50.00 ,,,,,,,,,,,
1658,18,d,P2,30 ,60,50,46.67 ,,,,,,,,,,,
1659,18,d,P3,50 ,20,60,43.33 ,,,,,,,,,,,
1660,18,d,P4,550 ,650,660,620.00 ,,,,,,,,,,,
1661,18,d,P5,1170 ,1180,1120,1156.67 ,,,,,,,,,,,
1662,18,d,P6,960 ,940,920,940.00 ,,,,,,,,,,,
1663,18,d,P7,210 ,210,150,190.00 ,,,,,,,,,,,
1664,18,d,P8,40 ,50,30,40.00 ,,,,,,,,,,,
1665,18,e,P1,80 ,110,120,103.33 ,,,,,,,,,,,
1666,18,e,P2,60 ,70,230,120.00 ,,,,,,,,,,,
1667,18,e,P3,240 ,350,370,320.00 ,,,,,,,,,,,
1668,18,e,P4,680 ,790,850,773.33 ,,,,,,,,,,,
1669,18,e,P5,2440 ,1920,1960,2106.67 ,,,,,,,,,,,
1670,18,e,P6,1860 ,1930,1580,1790.00 ,,,,,,,,,,,
1671,18,e,P7,1230 ,1470,1360,1353.33 ,,,,,,,,,,,
1672,18,e,P8,1160 ,1320,1080,1186.67 ,,,,,,,,,,,
1673,18,f,P1,80 ,120,190,130.00 ,,,,,,,,,,,
1674,18,f,P2,60 ,110,130,100.00 ,,,,,,,,,,,
1675,18,f,P3,460 ,230,380,356.67 ,,,,,,,,,,,
1676,18,f,P4,850 ,670,660,726.67 ,,,,,,,,,,,
1677,18,f,P5,8560 ,8590,9070,8740.00 ,,,,,,,,,,,
1678,18,f,P6,1250 ,1360,1450,1353.33 ,,,,,,,,,,,
1679,18,f,P7,230 ,260,390,293.33 ,,,,,,,,,,,
1680,18,f,P8,80 ,150,130,120.00 ,,,,,,,,,,,
1681,18,g,P1,0 ,0,50,16.67 ,,,,,,,,,,,
1682,18,g,P2,840 ,920,800,853.33 ,,,,,,,,,,,
1683,18,g,P3,410,290,210,303.33 ,,,,,,,,,,,
1684,18,g,P4,610,450,510,523.33 ,,,,,,,,,,,
1685,18,g,P5,1620,1630,1860,1703.33 ,,,,,,,,,,,
1686,18,g,P6,1610,1770,1870,1750.00 ,,,,,,,,,,,
1687,18,g,P7,170,250,290,236.67 ,,,,,,,,,,,
1688,18,g,P8,820,710,750,760.00 ,,,,,,,,,,,
1689,18,h,P1,270,370,320,320.00 ,,,,,,,,,,,
1690,18,h,P2,260,320,260,280.00 ,,,,,,,,,,,
1691,18,h,P3,1030 ,1850,1230,1370.00 ,,,,,,,,,,,
1692,18,h,P4,4750 ,4230,3980,4320.00 ,,,,,,,,,,,
1693,18,h,P5,9620 ,10760,8320,9566.67 ,,,,,,,,,,,
1694,18,h,P6,2630 ,2480,3230,2780.00 ,,,,,,,,,,,
1695,18,h,P7,1150 ,960,980,1030.00 ,,,,,,,,,,,
1696,18,h,P8,560 ,670,540,590.00 ,,,,,,,,,,,
1697,18,i,P1,240 ,360,390,330.00 ,,,,,,,,,,,
1698,18,i,P2,1080 ,1560,1770,1470.00 ,,,,,,,,,,,
1699,18,i,P3,10230 ,15740,16800,14256.67 ,,,,,,,,,,,
1700,18,i,P4,35410 ,32660,38970,35680.00 ,,,,,,,,,,,
1701,18,i,P5,65320 ,67810,69240,67456.67 ,,,,,,,,,,,
1702,18,i,P6,4230 ,4680,4170,4360.00 ,,,,,,,,,,,
1703,18,i,P7,240 ,340,280,286.67 ,,,,,,,,,,,
1704,18,i,P8,120 ,140,80,113.33 ,,,,,,,,,,,
1705,18,j,P1,60,340,170,190.00 ,,,,,,,,,,,
1706,18,j,P2,2540,2770,2030,2446.67 ,,,,,,,,,,,
1707,18,j,P3,1420,2520,2280,2073.33 ,,,,,,,,,,,
1708,18,j,P4,1960,1980,1570,1836.67 ,,,,,,,,,,,
1709,18,j,P5,23270,24660,25850,24593.33 ,,,,,,,,,,,
1710,18,j,P6,340,230,250,273.33 ,,,,,,,,,,,
1711,18,j,P7,300,350,200,283.33 ,,,,,,,,,,,
1712,18,j,P8,300,710,550,520.00 ,,,,,,,,,,,
1713,18,k,P1,710,890,870,823.33 ,,,,,,,,,,,
1714,18,k,P2,960,430,520,636.67 ,,,,,,,,,,,
1715,18,k,P3,2190,1480,1850,1840.00 ,,,,,,,,,,,
1716,18,k,P4,1910,1950,1840,1900.00 ,,,,,,,,,,,
1717,18,k,P5,8830,10010,11550,10130.00 ,,,,,,,,,,,
1718,18,k,P6,2200,770,620,1196.67 ,,,,,,,,,,,
1719,18,k,P7,2390,1790,1040,1740.00 ,,,,,,,,,,,
1720,18,k,P8,400,180,220,266.67 ,,,,,,,,,,,
1721,18,l,P1,270,370,480,373.33 ,,,,,,,,,,,
1722,18,l,P2,320,400,620,446.67 ,,,,,,,,,,,
1723,18,l,P3,220,1330,410,653.33 ,,,,,,,,,,,
1724,18,l,P4,660,250,150,353.33 ,,,,,,,,,,,
1725,18,l,P5,8970,7030,8140,8046.67 ,,,,,,,,,,,
1726,18,l,P6,2460,3270,3500,3076.67 ,,,,,,,,,,,
1727,18,l,P7,90,80,90,86.67 ,,,,,,,,,,,
1728,18,l,P8,840,790,910,846.67 ,,,,,,,,,,,
1729,19,a,P1,60 ,100,70,76.67 ,,,,,,,,,,,
1730,19,a,P2,30 ,30,20,26.67 ,,,,,,,,,,,
1731,19,a,P3,40,60,70,56.67 ,,,,,,,,,,,
1732,19,a,P4,150,70,20,80.00 ,,,,,,,,,,,
1733,19,a,P5,30,0,50,26.67 ,,,,,,,,,,,
1734,19,a,P6,20,20,20,20.00 ,,,,,,,,,,,
1735,19,a,P7,90,80,90,86.67 ,,,,,,,,,,,
1736,19,a,P8,20,20,30,23.33 ,,,,,,,,,,,
1737,19,b,P1,110 ,140,320,190.00 ,,,,,,,,,,,
1738,19,b,P2,30 ,40,50,40.00 ,,,,,,,,,,,
1739,19,b,P3,70,20,20,36.67 ,,,,,,,,,,,
1740,19,b,P4,20,50,0,23.33 ,,,,,,,,,,,
1741,19,b,P5,110,30,130,90.00 ,,,,,,,,,,,
1742,19,b,P6,120,100,390,203.33 ,,,,,,,,,,,
1743,19,b,P7,120,120,150,130.00 ,,,,,,,,,,,
1744,19,b,P8,70,60,70,66.67 ,,,,,,,,,,,
1745,19,c,P1,140 ,240,500,293.33 ,,,,,,,,,,,
1746,19,c,P2,90 ,0,20,36.67 ,,,,,,,,,,,
1747,19,c,P3,60 ,70,260,130.00 ,,,,,,,,,,,
1748,19,c,P4,60 ,40,170,90.00 ,,,,,,,,,,,
1749,19,c,P5,30 ,20,20,23.33 ,,,,,,,,,,,
1750,19,c,P6,200 ,310,330,280.00 ,,,,,,,,,,,
1751,19,c,P7,100 ,180,170,150.00 ,,,,,,,,,,,
1752,19,c,P8,310 ,420,410,380.00 ,,,,,,,,,,,
1753,19,d,P1,230 ,60,70,120.00 ,,,,,,,,,,,
1754,19,d,P2,700 ,260,40,333.33 ,,,,,,,,,,,
1755,19,d,P3,50 ,50,80,60.00 ,,,,,,,,,,,
1756,19,d,P4,50 ,50,70,56.67 ,,,,,,,,,,,
1757,19,d,P5,50 ,80,50,60.00 ,,,,,,,,,,,
1758,19,d,P6,60 ,50,70,60.00 ,,,,,,,,,,,
1759,19,d,P7,110 ,180,90,126.67 ,,,,,,,,,,,
1760,19,d,P8,130 ,200,110,146.67 ,,,,,,,,,,,
1761,19,e,P1,860 ,860,970,896.67 ,,,,,,,,,,,
1762,19,e,P2,110 ,0,30,46.67 ,,,,,,,,,,,
1763,19,e,P3,20 ,30,90,46.67 ,,,,,,,,,,,
1764,19,e,P4,390,530,710,543.33 ,,,,,,,,,,,
1765,19,e,P5,1280,1540,1560,1460.00 ,,,,,,,,,,,
1766,19,e,P6,980,800,620,800.00 ,,,,,,,,,,,
1767,19,e,P7,450,260,320,343.33 ,,,,,,,,,,,
1768,19,e,P8,280,290,390,320.00 ,,,,,,,,,,,
1769,19,f,P1,1420 ,1500,1550,1490.00 ,,,,,,,,,,,
1770,19,f,P2,110 ,60,90,86.67 ,,,,,,,,,,,
1771,19,f,P3,280,540,1220,680.00 ,,,,,,,,,,,
1772,19,f,P4,430,650,1350,810.00 ,,,,,,,,,,,
1773,19,f,P5,1290,1230,1330,1283.33 ,,,,,,,,,,,
1774,19,f,P6,430,220,220,290.00 ,,,,,,,,,,,
1775,19,f,P7,710,530,700,646.67 ,,,,,,,,,,,
1776,19,f,P8,220,210,230,220.00 ,,,,,,,,,,,
1777,19,g,P1,1010 ,460,1230,900.00 ,,,,,,,,,,,
1778,19,g,P2,110 ,80,20,70.00 ,,,,,,,,,,,
1779,19,g,P3,250,200,180,210.00 ,,,,,,,,,,,
1780,19,g,P4,8510,9680,14640,10943.33 ,,,,,,,,,,,
1781,19,g,P5,1950,1640,1890,1826.67 ,,,,,,,,,,,
1782,19,g,P6,26070,29610,44910,33530.00 ,,,,,,,,,,,
1783,19,g,P7,12310,10570,14770,12550.00 ,,,,,,,,,,,
1784,19,g,P8,4670,5540,5830,5346.67 ,,,,,,,,,,,
1785,19,h,P1,70,240,120,143.33 ,,,,,,,,,,,
1786,19,h,P2,70,100,130,100.00 ,,,,,,,,,,,
1787,19,h,P3,1160,1600,1360,1373.33 ,,,,,,,,,,,
1788,19,h,P4,190,350,290,276.67 ,,,,,,,,,,,
1789,19,h,P5,2230,2610,2230,2356.67 ,,,,,,,,,,,
1790,19,h,P6,1970,1870,2700,2180.00 ,,,,,,,,,,,
1791,19,h,P7,210,250,250,236.67 ,,,,,,,,,,,
1792,19,h,P8,1390,1550,1050,1330.00 ,,,,,,,,,,,
1793,19,i,P1,1540,650,620,936.67 ,,,,,,,,,,,
1794,19,i,P2,50,80,170,100.00 ,,,,,,,,,,,
1795,19,i,P3,1110,1260,1360,1243.33 ,,,,,,,,,,,
1796,19,i,P4,1170,760,390,773.33 ,,,,,,,,,,,
1797,19,i,P5,5890,3880,5100,4956.67 ,,,,,,,,,,,
1798,19,i,P6,6400,8390,6320,7036.67 ,,,,,,,,,,,
1799,19,i,P7,1340,1080,2240,1553.33 ,,,,,,,,,,,
1800,19,i,P8,1370,1740,2010,1706.67 ,,,,,,,,,,,
1801,19,j,P1,1390,1330,2420,1713.33 ,,,,,,,,,,,
1802,19,j,P2,340,290,160,263.33 ,,,,,,,,,,,
1803,19,j,P3,260,210,310,260.00 ,,,,,,,,,,,
1804,19,j,P4,90,80,100,90.00 ,,,,,,,,,,,
1805,19,j,P5,3390,3340,3270,3333.33 ,,,,,,,,,,,
1806,19,j,P6,230,200,200,210.00 ,,,,,,,,,,,
1807,19,j,P7,110,60,110,93.33 ,,,,,,,,,,,
1808,19,j,P8,110,70,140,106.67 ,,,,,,,,,,,
1809,19,k,P1,160,150,210,173.33 ,,,,,,,,,,,
1810,19,k,P2,380,480,530,463.33 ,,,,,,,,,,,
1811,19,k,P3,400,370,890,553.33 ,,,,,,,,,,,
1812,19,k,P4,200,420,760,460.00 ,,,,,,,,,,,
1813,19,k,P5,2290,2420,2990,2566.67 ,,,,,,,,,,,
1814,19,k,P6,300,310,330,313.33 ,,,,,,,,,,,
1815,19,k,P7,180,290,550,340.00 ,,,,,,,,,,,
1816,19,k,P8,300,430,390,373.33 ,,,,,,,,,,,
1817,19,l,P1,130,420,180,243.33 ,,,,,,,,,,,
1818,19,l,P2,640,420,350,470.00 ,,,,,,,,,,,
1819,19,l,P3,990,1190,1260,1146.67 ,,,,,,,,,,,
1820,19,l,P4,670,950,1240,953.33 ,,,,,,,,,,,
1821,19,l,P5,1830,1980,1950,1920.00 ,,,,,,,,,,,
1822,19,l,P6,250,210,160,206.67 ,,,,,,,,,,,
1823,19,l,P7,320,380,380,360.00 ,,,,,,,,,,,
1824,19,l,P8,340,160,160,220.00 ,,,,,,,,,,,
1825,20,a,P1,140 ,110,150,133.33 ,,,,,,,,,,,
1826,20,a,P2,90 ,20,20,43.33 ,,,,,,,,,,,
1827,20,a,P3,650,260,530,480.00 ,,,,,,,,,,,
1828,20,a,P4,850,910,1260,1006.67 ,,,,,,,,,,,
1829,20,a,P5,240,190,150,193.33 ,,,,,,,,,,,
1830,20,a,P6,750,730,530,670.00 ,,,,,,,,,,,
1831,20,a,P7,170,150,170,163.33 ,,,,,,,,,,,
1832,20,a,P8,450,740,860,683.33 ,,,,,,,,,,,
1833,20,b,P1,220 ,50,40,103.33 ,,,,,,,,,,,
1834,20,b,P2,140 ,40,60,80.00 ,,,,,,,,,,,
1835,20,b,P3,430,450,460,446.67 ,,,,,,,,,,,
1836,20,b,P4,630,760,480,623.33 ,,,,,,,,,,,
1837,20,b,P5,490,380,420,430.00 ,,,,,,,,,,,
1838,20,b,P6,150,190,130,156.67 ,,,,,,,,,,,
1839,20,b,P7,960,920,930,936.67 ,,,,,,,,,,,
1840,20,b,P8,290,390,230,303.33 ,,,,,,,,,,,
1841,20,c,P1,200 ,60,100,120.00 ,,,,,,,,,,,
1842,20,c,P2,140 ,20,20,60.00 ,,,,,,,,,,,
1843,20,c,P3,690 ,720,910,773.33 ,,,,,,,,,,,
1844,20,c,P4,100 ,60,150,103.33 ,,,,,,,,,,,
1845,20,c,P5,100 ,100,240,146.67 ,,,,,,,,,,,
1846,20,c,P6,170 ,110,860,380.00 ,,,,,,,,,,,
1847,20,c,P7,120 ,180,330,210.00 ,,,,,,,,,,,
1848,20,c,P8,380 ,360,400,380.00 ,,,,,,,,,,,
1849,20,d,P1,660 ,760,710,710.00 ,,,,,,,,,,,
1850,20,d,P2,820 ,750,930,833.33 ,,,,,,,,,,,
1851,20,d,P3,480 ,280,260,340.00 ,,,,,,,,,,,
1852,20,d,P4,290 ,250,240,260.00 ,,,,,,,,,,,
1853,20,d,P5,990,960,920,956.67 ,,,,,,,,,,,
1854,20,d,P6,250,240,220,236.67 ,,,,,,,,,,,
1855,20,d,P7,300,280,470,350.00 ,,,,,,,,,,,
1856,20,d,P8,340,330,280,316.67 ,,,,,,,,,,,
1857,20,e,P1,50 ,110,130,96.67 ,,,,,,,,,,,
1858,20,e,P2,60 ,40,50,50.00 ,,,,,,,,,,,
1859,20,e,P3,700,780,850,776.67 ,,,,,,,,,,,
1860,20,e,P4,400,540,730,556.67 ,,,,,,,,,,,
1861,20,e,P5,3040,4540,2320,3300.00 ,,,,,,,,,,,
1862,20,e,P6,1800,2000,1650,1816.67 ,,,,,,,,,,,
1863,20,e,P7,220,200,280,233.33 ,,,,,,,,,,,
1864,20,e,P8,1100,330,290,573.33 ,,,,,,,,,,,
1865,20,f,P1,130 ,150,140,140.00 ,,,,,,,,,,,
1866,20,f,P2,180 ,130,60,123.33 ,,,,,,,,,,,
1867,20,f,P3,270,170,180,206.67 ,,,,,,,,,,,
1868,20,f,P4,1570,2350,3000,2306.67 ,,,,,,,,,,,
1869,20,f,P5,5370,4870,4210,4816.67 ,,,,,,,,,,,
1870,20,f,P6,4640,5870,5050,5186.67 ,,,,,,,,,,,
1871,20,f,P7,2150,2050,2150,2116.67 ,,,,,,,,,,,
1872,20,f,P8,150,200,210,186.67 ,,,,,,,,,,,
1873,20,g,P1,240 ,450,450,380.00 ,,,,,,,,,,,
1874,20,g,P2,50 ,130,70,83.33 ,,,,,,,,,,,
1875,20,g,P3,120,350,170,213.33 ,,,,,,,,,,,
1876,20,g,P4,550,3560,2910,2340.00 ,,,,,,,,,,,
1877,20,g,P5,730,960,1620,1103.33 ,,,,,,,,,,,
1878,20,g,P6,680,1260,1420,1120.00 ,,,,,,,,,,,
1879,20,g,P7,300,650,660,536.67 ,,,,,,,,,,,
1880,20,g,P8,360,180,240,260.00 ,,,,,,,,,,,
1881,20,h,P1,2270,1920,1810,2000.00 ,,,,,,,,,,,
1882,20,h,P2,6640,4270,4030,4980.00 ,,,,,,,,,,,
1883,20,h,P3,2550,2300,1990,2280.00 ,,,,,,,,,,,
1884,20,h,P4,1460,1740,1370,1523.33 ,,,,,,,,,,,
1885,20,h,P5,11760,11830,11220,11603.33 ,,,,,,,,,,,
1886,20,h,P6,1340,1680,1650,1556.67 ,,,,,,,,,,,
1887,20,h,P7,290,340,490,373.33 ,,,,,,,,,,,
1888,20,h,P8,230,220,540,330.00 ,,,,,,,,,,,
1889,20,i,P1,320,350,500,390.00 ,,,,,,,,,,,
1890,20,i,P2,9800,8870,10030,9566.67 ,,,,,,,,,,,
1891,20,i,P3,12520,14860,16890,14756.67 ,,,,,,,,,,,
1892,20,i,P4,45400,35800,45630,42276.67 ,,,,,,,,,,,
1893,20,i,P5,69390,66330,64580,66766.67 ,,,,,,,,,,,
1894,20,i,P6,32820,27800,29830,30150.00 ,,,,,,,,,,,
1895,20,i,P7,13470,10790,11690,11983.33 ,,,,,,,,,,,
1896,20,i,P8,23910,23820,23690,23806.67 ,,,,,,,,,,,
1897,20,j,P1,10360,12360,11340,11353.33 ,,,,,,,,,,,
1898,20,j,P2,13680,12680,12590,12983.33 ,,,,,,,,,,,
1899,20,j,P3,12870 ,13660,15780,14103.33 ,,,,,,,,,,,
1900,20,j,P4,14190,21570,27510,21090.00 ,,,,,,,,,,,
1901,20,j,P5,15450,15260,16690,15800.00 ,,,,,,,,,,,
1902,20,j,P6,1190,1650,1090,1310.00 ,,,,,,,,,,,
1903,20,j,P7,1080,1350,1420,1283.33 ,,,,,,,,,,,
1904,20,j,P8,50,50,30,43.33 ,,,,,,,,,,,
1905,20,k,P1,90,50,30,56.67 ,,,,,,,,,,,
1906,20,k,P2,80,60,30,56.67 ,,,,,,,,,,,
1907,20,k,P3,90,70,50,70.00 ,,,,,,,,,,,
1908,20,k,P4,60,20,50,43.33 ,,,,,,,,,,,
1909,20,k,P5,9350,9100,9390,9280.00 ,,,,,,,,,,,
1910,20,k,P6,450,250,360,353.33 ,,,,,,,,,,,
1911,20,k,P7,90,190,100,126.67 ,,,,,,,,,,,
1912,20,k,P8,60,50,70,60.00 ,,,,,,,,,,,
1913,20,l,P1,120,120,140,126.67 ,,,,,,,,,,,
1914,20,l,P2,610,870,760,746.67 ,,,,,,,,,,,
1915,20,l,P3,100,140,120,120.00 ,,,,,,,,,,,
1916,20,l,P4,430,940,740,703.33 ,,,,,,,,,,,
1917,20,l,P5,7120,6170,6160,6483.33 ,,,,,,,,,,,
1918,20,l,P6,160,130,110,133.33 ,,,,,,,,,,,
